topic,question,difficulty,explanation,choice_a,choice_b,choice_c,choice_d,choice_e,answer
General Information & the 1987 Constitution,"How many years do Commissioners of the CSC, COMELEC, and COA serve, under the 1987 Constitution?",medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: 7 years, without reappointment.","7 years, without reappointment","4 years, renewable twice","6 years, renewable once","5 years, without reappointment",,A
General Information & the 1987 Constitution,The Philippine archipelago is traditionally divided into which three major island groups?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Luzon, Visayas, and Mindanao.","Visayas, Mindanao, and Sulu","Luzon, Palawan, and Mindanao","Luzon, Visayas, and Mindanao","Luzon, Bicol, and Mindanao",,C
General Information & the 1987 Constitution,Who presides over the Philippine Senate?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: The Senate President.",The Senate President,The Chief Justice,The Speaker of the House,The Vice President always,,A
General Information & the 1987 Constitution,What is the national bird of the Philippines?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: The Philippine Eagle.",The Philippine Owl,The Philippine Eagle,The Kingfisher,The Maya bird,,B
General Information & the 1987 Constitution,"Who became President of the Philippines immediately after the 1986 EDSA Revolution, under whom the 1987 Constitution was framed?",easy,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Corazon Aquino.",Joseph Estrada,Corazon Aquino,Ferdinand Marcos,Fidel Ramos,,B
General Information & the 1987 Constitution,"Who founded the Katipunan, the secret society that launched the Philippine Revolution?",medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Andres Bonifacio.",Jose Rizal,Apolinario Mabini,Emilio Aguinaldo,Andres Bonifacio,,D
General Information & the 1987 Constitution,What is the term limit for a House Representative under the 1987 Constitution?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: A maximum of three consecutive terms.",No term limit,A maximum of three consecutive terms,A maximum of two consecutive terms,A maximum of one term,,B
General Information & the 1987 Constitution,Which constitution is recognized as the first Philippine constitution?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: The Malolos Constitution.",The Malolos Constitution,The 1987 Constitution,The 1973 Constitution,The 1935 Constitution,,A
General Information & the 1987 Constitution,Which body serves as the central human resource agency of the government?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: The Civil Service Commission.",The Civil Service Commission,The Commission on Elections,The Commission on Audit,The Department of Budget and Management,,A
General Information & the 1987 Constitution,What is the largest island in the Philippine archipelago?,easy,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Luzon.",Mindanao,Visayas,Luzon,Palawan,,C
General Information & the 1987 Constitution,How is the Commission on Audit (COA) composed under the 1987 Constitution?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: A Chairman and 2 Commissioners (3 total).",A Chairman and 4 Commissioners (5 total),"A Chairman alone, with no Commissioners",A Chairman and 6 Commissioners (7 total),A Chairman and 2 Commissioners (3 total),,D
General Information & the 1987 Constitution,The three stars on the Philippine flag represent what?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Three stars, representing Luzon, Visayas, and Mindanao.","Three stars, representing the three branches of government","Five stars, representing the regions","Three stars, representing the first three presidents","Three stars, representing Luzon, Visayas, and Mindanao",,D
General Information & the 1987 Constitution,Which Bill of Rights provision protects a person from being compelled to testify against themselves?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: The right against self-incrimination.",The right against self-incrimination,The right to counsel,The right to due process,The right to bail,,A
General Information & the 1987 Constitution,"Which article of the 1987 Constitution covers Education, Science and Technology, Arts, Culture, and Sports?",easy,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Article XIV.",Article XIV,Article IX,Article XIII,Article XI,,A
General Information & the 1987 Constitution,On what date did the United States formally recognize Philippine independence?,easy,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: July 4, 1946.","July 4, 1946","June 12, 1898","November 30, 1946","February 25, 1986",,A
General Information & the 1987 Constitution,The Family is given its own article under which number?,easy,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Article XV.",Article XV,Article XIV,Article XVI,Article XIII,,A
General Information & the 1987 Constitution,Which President led the drafting and ratification of the 1987 Constitution?,easy,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Corazon Aquino.",Ferdinand Marcos,Fidel Ramos,Joseph Estrada,Corazon Aquino,,D
General Information & the 1987 Constitution,What office investigates and acts on complaints against public officials for graft and corruption?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: The Office of the Ombudsman.",The Civil Service Commission,The Office of the Ombudsman,The Department of Justice,The Commission on Audit,,B
General Information & the 1987 Constitution,"What principle does Article II, Section 3 establish regarding the military?",medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Civilian authority.",Church authority,Military authority,Foreign authority,Civilian authority,,D
General Information & the 1987 Constitution,What is the title of the Philippine national anthem?,medium,"Per the 1987 Philippine Constitution / standard civics reference, the correct answer is: Lupang Hinirang.",Ako ay Pilipino,Bayan Ko,Pilipinas Kong Mahal,Lupang Hinirang,,D
